0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.00224063,0.00118978,0,1.09791e-05,5.82992e-06,0,1.24309e-05,1.24309e-05
0,0.00218977,0,0,1.07299e-05,0,1.07299e-05,1.07299e-05
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.00124063,0.000189777,0.00411881,6.07907e-06,9.29906e-07,2.01822e-05,2.10983e-05,2.10983e-05
0.00124063,0,0,6.07907e-06,0,0,6.07907e-06,6.07907e-06
0,0,0.00811876,0,0,3.97819e-05,3.97819e-05,3.97819e-05
0,0.00218978,0,0,1.07299e-05,0,1.07299e-05,1.07299e-05
0,0.00118976,0,0,5.82984e-06,0,5.82984e-06,5.82984e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118976,0,0,5.82984e-06,0,5.82984e-06,5.82984e-06
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0.000240625,0,0,1.17906e-06,0,0,1.17906e-06,1.17906e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00218977,0,0,1.07299e-05,0,1.07299e-05,1.07299e-05
0.000240625,0,0,1.17906e-06,0,0,1.17906e-06,1.17906e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0,0.00211872,0,0,1.03817e-05,1.03817e-05,1.03817e-05
0,0,0.0171191,0,0,8.38834e-05,8.38834e-05,8.38834e-05
0.00324062,0.000189777,0,1.5879e-05,9.29906e-07,0,1.59062e-05,1.59062e-05
0.000240625,0,0,1.17906e-06,0,0,1.17906e-06,1.17906e-06
0,0.000189777,0.00211896,0,9.29906e-07,1.03829e-05,1.04244e-05,1.04244e-05
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.0102406,0,0,5.01791e-05,0,0,5.01791e-05,5.01791e-05
0.0102406,0.00918976,0,5.0179e-05,4.50299e-05,0,6.74212e-05,6.74212e-05
0,0.00218977,0,0,1.07299e-05,0,1.07299e-05,1.07299e-05
0.00124063,0,0,6.07907e-06,0,0,6.07907e-06,6.07907e-06
0.00124061,0.000189762,0,6.079e-06,9.29833e-07,0,6.1497e-06,6.1497e-06
0.00724062,0.00518977,0,3.54791e-05,2.54299e-05,0,4.36514e-05,4.36514e-05
0,0.000189762,0,0,9.29833e-07,0,9.29833e-07,9.29833e-07
0.00424062,0,0,2.0779e-05,0,0,2.0779e-05,2.0779e-05
0,0,0.00511898,0,0,2.5083e-05,2.5083e-05,2.5083e-05
0.00124061,0,0,6.079e-06,0,0,6.079e-06,6.079e-06
0.00224061,0.000189777,0,1.0979e-05,9.29906e-07,0,1.10183e-05,1.10183e-05
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0.000240625,0,0,1.17906e-06,0,0,1.17906e-06,1.17906e-06
0,0.00218978,0,0,1.07299e-05,0,1.07299e-05,1.07299e-05
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0.0272406,0,0,0.000133479,0,0,0.000133479,0.000133479
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0.00024061,0.000189762,0,1.17899e-06,9.29833e-07,0,1.50153e-06,1.50153e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0,0.000118863,0,0,5.82428e-07,5.82428e-07,5.82428e-07
0,0.00118976,0,0,5.82984e-06,0,5.82984e-06,5.82984e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118976,0,0,5.82984e-06,0,5.82984e-06,5.82984e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00318978,0,0,1.56299e-05,0,1.56299e-05,1.56299e-05
0.00224061,0,0,1.0979e-05,0,0,1.0979e-05,1.0979e-05
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.00124061,0,0,6.079e-06,0,0,6.079e-06,6.079e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.00024061,0,0,1.17899e-06,0,0,1.17899e-06,1.17899e-06
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0.00124061,0,0,6.079e-06,0,0,6.079e-06,6.079e-06
0,0.000189762,0,0,9.29833e-07,0,9.29833e-07,9.29833e-07
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.000189762,0,0,9.29833e-07,0,9.29833e-07,9.29833e-07
0,0.00318978,0,0,1.56299e-05,0,1.56299e-05,1.56299e-05
0.00024061,0,0.000118863,1.17899e-06,0,5.82428e-07,1.315e-06,1.315e-06
0.00024061,0,0.008119,1.17899e-06,0,3.97831e-05,3.98006e-05,3.98006e-05
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.0182406,0,0,8.9379e-05,0,0,8.9379e-05,8.9379e-05
0,0.00318977,0,0,1.56299e-05,0,1.56299e-05,1.56299e-05
0.00324062,0,0,1.5879e-05,0,0,1.5879e-05,1.5879e-05
0,0.00418977,0,0,2.05299e-05,0,2.05299e-05,2.05299e-05
0,0,0.00911869,0,0,4.46816e-05,4.46816e-05,4.46816e-05
0,0.00718978,0,0,3.52299e-05,0,3.52299e-05,3.52299e-05
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00218977,0,0,1.07299e-05,0,1.07299e-05,1.07299e-05
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.000189762,0,0,9.29833e-07,0,9.29833e-07,9.29833e-07
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.00118978,0,0,5.82992e-06,0,5.82992e-06,5.82992e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.00124063,0,0,6.07907e-06,0,0,6.07907e-06,6.07907e-06
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0,0.00311888,0,0,1.52825e-05,1.52825e-05,1.52825e-05
0.00924063,0.000189777,0,4.52791e-05,9.29906e-07,0,4.52886e-05,4.52886e-05
0.0122406,0,0,5.9979e-05,0,0,5.9979e-05,5.9979e-05
0.000240625,0,0,1.17906e-06,0,0,1.17906e-06,1.17906e-06
0,0,0.00211872,0,0,1.03817e-05,1.03817e-05,1.03817e-05
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0,0.000189777,0,0,9.29906e-07,0,9.29906e-07,9.29906e-07
0.000240625,0.00218977,0,1.17906e-06,1.07299e-05,0,1.07944e-05,1.07944e-05
0.000240625,0,0,1.17906e-06,0,0,1.17906e-06,1.17906e-06
0,0.000189762,0,0,9.29833e-07,0,9.29833e-07,9.29833e-07
0,0,0.00211896,0,0,1.03829e-05,1.03829e-05,1.03829e-05
0,0.0131898,0,0,6.46299e-05,0,6.46299e-05,6.46299e-05
0,0,0.00111879,0,0,5.48207e-06,5.48207e-06,5.48207e-06
0.00724062,0,0,3.54791e-05,0,0,3.54791e-05,3.54791e-05
0.00224061,0,0,1.0979e-05,0,0,1.0979e-05,1.0979e-05
0.00824061,0,0,4.0379e-05,0,0,4.0379e-05,4.0379e-05
0,0.00218977,0,0,1.07299e-05,0,1.07299e-05,1.07299e-05
